"video_shortname","Function_name",execution_count,exec_time_avg
"1.237984e+10","calc_RAPIQUE_features/temporal NSS",8,4.882812e-01
"1.237984e+10","clipValue",24,0
"1.237984e+10","convertRGBToHSI",0,NaN
"1.237984e+10","convertRGBToLAB",16,5.371094e-02
"1.237984e+10","convertRGBToLMS",0,NaN
"1.237984e+10","convertRGBToYuv",0,NaN
"1.237984e+10","convertYuvToRgb",24,5.859375e-03
"1.237984e+10","gauDerivative",80,0
"1.237984e+10","loadFileYuv",0,NaN
"1.237984e+10","progressbar",1,0
"1.237984e+10","rapique_basic_extractor",432,1.522714e-02
"1.237984e+10","RAPIQUE_spatial_features",16,4.326172e-01
"1.237984e+10","saveFileYuv",0,NaN
"1.235553e+10","calc_RAPIQUE_features",1,1.393750e+01
"1.235553e+10","calc_RAPIQUE_features/deep_learning",8,1.074219e-01
"1.235553e+10","calc_RAPIQUE_features/temporal NSS",8,6.367188e-01
"1.235553e+10","clipValue",24,2.604167e-03
"1.235553e+10","convertRGBToHSI",0,NaN
"1.235553e+10","convertRGBToLAB",16,4.980469e-02
"1.235553e+10","convertRGBToLMS",0,NaN
"1.235553e+10","convertRGBToYuv",0,NaN
"1.235553e+10","convertYuvToRgb",24,7.812500e-03
"1.235553e+10","gauDerivative",80,0
"1.235553e+10","loadFileYuv",0,NaN
"1.235553e+10","progressbar",1,0
"1.235553e+10","rapique_basic_extractor",432,1.656539e-02
"1.235553e+10","RAPIQUE_spatial_features",16,4.570312e-01
"1.235553e+10","saveFileYuv",0,NaN
"6.947113e+09","calc_RAPIQUE_features",1,1.146875e+01
"6.947113e+09","calc_RAPIQUE_features/deep_learning",8,8.203125e-02
"6.947113e+09","calc_RAPIQUE_features/temporal NSS",8,4.589844e-01
"6.947113e+09","clipValue",24,1.302083e-03
"6.947113e+09","convertRGBToHSI",0,NaN
"6.947113e+09","convertRGBToLAB",16,5.761719e-02
"6.947113e+09","convertRGBToLMS",0,NaN
"6.947113e+09","convertRGBToYuv",0,NaN
"6.947113e+09","convertYuvToRgb",24,6.510417e-03
"6.947113e+09","gauDerivative",80,0
"6.947113e+09","loadFileYuv",0,NaN
"6.947113e+09","progressbar",1,0
"6.947113e+09","rapique_basic_extractor",432,1.378038e-02
"6.947113e+09","RAPIQUE_spatial_features",16,4.140625e-01
"6.947113e+09","saveFileYuv",0,NaN
"4.675932e+09","calc_RAPIQUE_features",1,1.421875e+01
"4.675932e+09","calc_RAPIQUE_features/deep_learning",8,1.269531e-01
"4.675932e+09","calc_RAPIQUE_features/temporal NSS",8,6.132812e-01
"4.675932e+09","clipValue",24,1.953125e-03
"4.675932e+09","convertRGBToHSI",0,NaN
"4.675932e+09","convertRGBToLAB",16,4.101562e-02
"4.675932e+09","convertRGBToLMS",0,NaN
"4.675932e+09","convertRGBToYuv",0,NaN
"4.675932e+09","convertYuvToRgb",24,8.463542e-03
"4.675932e+09","gauDerivative",80,0
"4.675932e+09","loadFileYuv",0,NaN
"4.675932e+09","progressbar",1,0
"4.675932e+09","rapique_basic_extractor",432,1.924190e-02
"4.675932e+09","RAPIQUE_spatial_features",16,4.775391e-01
"4.675932e+09","saveFileYuv",0,NaN
"6.787309e+09","calc_RAPIQUE_features",1,1.307812e+01
"6.787309e+09","calc_RAPIQUE_features/deep_learning",8,1.015625e-01
"6.787309e+09","calc_RAPIQUE_features/temporal NSS",8,5.722656e-01
"6.787309e+09","clipValue",24,2.604167e-03
"6.787309e+09","convertRGBToHSI",0,NaN
"6.787309e+09","convertRGBToLAB",16,5.078125e-02
"6.787309e+09","convertRGBToLMS",0,NaN
"6.787309e+09","convertRGBToYuv",0,NaN
"6.787309e+09","convertYuvToRgb",24,7.812500e-03
"6.787309e+09","gauDerivative",80,0
"6.787309e+09","loadFileYuv",0,NaN
"6.787309e+09","progressbar",1,0
"6.787309e+09","rapique_basic_extractor",432,1.714410e-02
"6.787309e+09","RAPIQUE_spatial_features",16,4.453125e-01
"6.787309e+09","saveFileYuv",0,NaN
"5.391431e+09","calc_RAPIQUE_features",1,1.332812e+01
"5.391431e+09","calc_RAPIQUE_features/deep_learning",8,9.570312e-02
"5.391431e+09","calc_RAPIQUE_features/temporal NSS",8,5.742188e-01
"5.391431e+09","clipValue",24,6.510417e-04
"5.391431e+09","convertRGBToHSI",0,NaN
"5.391431e+09","convertRGBToLAB",16,5.273438e-02
"5.391431e+09","convertRGBToLMS",0,NaN
"5.391431e+09","convertRGBToYuv",0,NaN
"5.391431e+09","convertYuvToRgb",24,3.255208e-03
"5.391431e+09","gauDerivative",80,0
"5.391431e+09","loadFileYuv",0,NaN
"5.391431e+09","progressbar",1,0
"5.391431e+09","rapique_basic_extractor",432,1.768663e-02
"5.391431e+09","RAPIQUE_spatial_features",16,4.658203e-01
"5.391431e+09","saveFileYuv",0,NaN
"1.024448e+10","calc_RAPIQUE_features",1,1.303125e+01
"1.024448e+10","calc_RAPIQUE_features/deep_learning",8,1.054688e-01
"1.024448e+10","calc_RAPIQUE_features/temporal NSS",8,5.488281e-01
"1.024448e+10","clipValue",24,1.302083e-03
"1.024448e+10","convertRGBToHSI",0,NaN
"1.024448e+10","convertRGBToLAB",16,5.175781e-02
"1.024448e+10","convertRGBToLMS",0,NaN
"1.024448e+10","convertRGBToYuv",0,NaN
"1.024448e+10","convertYuvToRgb",24,7.812500e-03
"1.024448e+10","gauDerivative",80,0
"1.024448e+10","loadFileYuv",0,NaN
"1.024448e+10","progressbar",1,0
"1.024448e+10","rapique_basic_extractor",432,1.732494e-02
"1.024448e+10","RAPIQUE_spatial_features",16,4.550781e-01
"1.024448e+10","saveFileYuv",0,NaN
"1.028383e+10","calc_RAPIQUE_features",1,1.304688e+01
"1.028383e+10","calc_RAPIQUE_features/deep_learning",8,1.074219e-01
"1.028383e+10","calc_RAPIQUE_features/temporal NSS",8,5.117188e-01
"1.028383e+10","clipValue",24,1.302083e-03
"1.028383e+10","convertRGBToHSI",0,NaN
"1.028383e+10","convertRGBToLAB",16,6.738281e-02
"1.028383e+10","convertRGBToLMS",0,NaN
"1.028383e+10","convertRGBToYuv",0,NaN
"1.028383e+10","convertYuvToRgb",24,7.161458e-03
"1.028383e+10","gauDerivative",80,0
"1.028383e+10","loadFileYuv",0,NaN
"1.028383e+10","progressbar",1,0
"1.028383e+10","rapique_basic_extractor",432,1.613137e-02
"1.028383e+10","RAPIQUE_spatial_features",16,4.687500e-01
"1.028383e+10","saveFileYuv",0,NaN
"1.059558e+10","calc_RAPIQUE_features",1,1.210938e+01
"1.059558e+10","calc_RAPIQUE_features/deep_learning",8,1.015625e-01
"1.059558e+10","calc_RAPIQUE_features/temporal NSS",8,4.863281e-01
"1.059558e+10","clipValue",24,0
"1.059558e+10","convertRGBToHSI",0,NaN
"1.059558e+10","convertRGBToLAB",16,4.492188e-02
"1.059558e+10","convertRGBToLMS",0,NaN
"1.059558e+10","convertRGBToYuv",0,NaN
"1.059558e+10","convertYuvToRgb",24,4.557292e-03
"1.059558e+10","gauDerivative",80,1.953125e-04
"1.059558e+10","loadFileYuv",0,NaN
"1.059558e+10","progressbar",1,0
"1.059558e+10","rapique_basic_extractor",432,1.472078e-02
"1.059558e+10","RAPIQUE_spatial_features",16,4.287109e-01
"1.059558e+10","saveFileYuv",0,NaN
"4.779773e+09","calc_RAPIQUE_features",1,1.301562e+01
"4.779773e+09","calc_RAPIQUE_features/deep_learning",8,9.570312e-02
"4.779773e+09","calc_RAPIQUE_features/temporal NSS",8,5.800781e-01
"4.779773e+09","clipValue",24,1.302083e-03
"4.779773e+09","convertRGBToHSI",0,NaN
"4.779773e+09","convertRGBToLAB",16,4.492188e-02
"4.779773e+09","convertRGBToLMS",0,NaN
"4.779773e+09","convertRGBToYuv",0,NaN
"4.779773e+09","convertYuvToRgb",24,1.041667e-02
"4.779773e+09","gauDerivative",80,0
"4.779773e+09","loadFileYuv",0,NaN
"4.779773e+09","progressbar",1,0
"4.779773e+09","rapique_basic_extractor",432,1.681858e-02
"4.779773e+09","RAPIQUE_spatial_features",16,4.384766e-01
"4.779773e+09","saveFileYuv",0,NaN
"8.286421e+09","calc_RAPIQUE_features",1,1.143750e+01
