SRCC_train,KRCC_train,PLCC_train,RMSE_train,SRCC_test,KRCC_test,PLCC_test,RMSE_test
0.9999665087071532,0.9984761799359926,0.9999933106009048,0.08067208350582891,0.7888529139685476,0.6040703052728955,0.7896837414048258,11.417533883794304
0.9999357701525734,0.99735495371169,0.9999921650971676,0.08407901987813247,0.8157955596669751,0.6096207215541167,0.8067747908030666,12.372057157995417
0.9999444870350752,0.9973261267455573,0.9999923661547877,0.08372949208754878,0.7516188714153561,0.5578168362627197,0.7670231879725641,13.772898041960259
0.9999830249612117,0.9990512065312102,0.9999817927850472,0.12921469784797698,0.8096669750231267,0.6355226641998151,0.8028539097472108,12.833613540369338
0.9999394404295693,0.9976999597492957,0.9999918736994634,0.0862862634309794,0.7835337650323774,0.5892691951896393,0.7956785001241703,12.89316899753502
0.9855615824591079,0.9362583023334389,0.9823392966249455,3.9926028656375183,0.8954671600370029,0.7150786308973174,0.9042086069112872,8.918842204404852
0.9826602271628265,0.9291279725527395,0.9807289224123183,4.137947530488267,0.8588112858464386,0.6799259944495838,0.8704379152205043,10.913583928294376
0.9972376565088166,0.9828354565460715,0.9965750273559156,1.7944905557908133,0.8336031452358927,0.6540240518038855,0.7985566251381194,12.236874981198623
0.999935311338376,0.9969811107884265,0.9999910586765742,0.08813595521465364,0.8336031452358927,0.6207215541165588,0.8539482008151371,12.300789169613463
0.9999610032891336,0.9984761799359926,0.9999949815269947,0.0682488066722817,0.8127890841813136,0.6244218316373729,0.8436991309397329,10.941490786795454
0.999946322174415,0.9974411320646007,0.9999927709157012,0.08197823774521845,0.7527752081406105,0.570767807585569,0.8092870241800826,12.16669483259644
0.9967518048587127,0.9817146800069002,0.9961676134010428,1.8754259122614838,0.8425891131270941,0.623785351378041,0.8800330174024684,10.154671237429612
0.9999522863990546,0.9976999597492957,0.9999918256295836,0.08423825002676133,0.7896623496762258,0.6151711378353377,0.8317467749898094,12.828150725295785
0.9999559566760504,0.997929963774366,0.9999952142557144,0.06625844382858538,0.7839962997224793,0.5652173913043479,0.8077032809082973,12.700453453457268
0.9999756844038524,0.9987061905740797,0.9999949318741295,0.066988584717346,0.8391535615171137,0.6558741905642924,0.8653403848353587,11.344978712530258
0.9999889891690127,0.999424989937324,0.9999969524668044,0.05298222504974696,0.7853839037927844,0.5892691951896393,0.785283198893471,13.232150781264417
0.9161373436634291,0.7560449673922155,0.9138429185572913,8.70906933714363,0.7851526364477336,0.6040703052728955,0.8059586999756507,12.661474934335422
0.996052617091012,0.9798746478063366,0.9958121803649173,1.9629007684043023,0.8635522664199815,0.6817761332099909,0.8644089370861991,10.593254260479794
0.9999646735678134,0.9981311639788619,0.9999921353960044,0.08580774360985555,0.8497918593894542,0.6540240518038855,0.7696841843827807,13.186936615027538
