"video_shortname","Function_name",execution_count,exec_time_avg
"Animation_1080P-5dd8","convertRGBToHSI",0,NaN
"Animation_1080P-5dd8","convertRGBToLAB",40,3.656250e-01
"Animation_1080P-5dd8","convertRGBToLMS",0,NaN
"Animation_1080P-5dd8","convertRGBToYuv",0,NaN
"Animation_1080P-5dd8","convertYuvToRgb",60,1.552083e-01
"Animation_1080P-5dd8","gauDerivative",200,0
"Animation_1080P-5dd8","loadFileYuv",0,NaN
"Animation_1080P-5dd8","progressbar",1,0
"Animation_1080P-5dd8","rapique_basic_extractor",1080,3.518519e-02
"Animation_1080P-5dd8","RAPIQUE_spatial_features",40,1.682422e+00
"Animation_1080P-5dd8","saveFileYuv",0,NaN
"Animation_1080P-646f","calc_RAPIQUE_features",1,1.311094e+02
"Animation_1080P-646f","calc_RAPIQUE_features/deep_learning",20,4.718750e-01
"Animation_1080P-646f","calc_RAPIQUE_features/temporal NSS",20,1.686719e+00
"Animation_1080P-646f","clipValue",60,6.536458e-02
"Animation_1080P-646f","convertRGBToHSI",0,NaN
"Animation_1080P-646f","convertRGBToLAB",40,3.523438e-01
"Animation_1080P-646f","convertRGBToLMS",0,NaN
"Animation_1080P-646f","convertRGBToYuv",0,NaN
"Animation_1080P-646f","convertYuvToRgb",60,1.546875e-01
"Animation_1080P-646f","gauDerivative",200,0
"Animation_1080P-646f","loadFileYuv",0,NaN
"Animation_1080P-646f","progressbar",1,0
"Animation_1080P-646f","rapique_basic_extractor",1080,3.725405e-02
"Animation_1080P-646f","RAPIQUE_spatial_features",40,1.720312e+00
"Animation_1080P-646f","saveFileYuv",0,NaN
"Animation_2160P-41dc","calc_RAPIQUE_features",1,3.631562e+02
"Animation_2160P-41dc","calc_RAPIQUE_features/deep_learning",20,4.945312e-01
"Animation_2160P-41dc","calc_RAPIQUE_features/temporal NSS",20,7.686719e+00
"Animation_2160P-41dc","clipValue",60,3.114583e-01
"Animation_2160P-41dc","convertRGBToHSI",0,NaN
"Animation_2160P-41dc","convertRGBToLAB",40,3.511719e-01
"Animation_2160P-41dc","convertRGBToLMS",0,NaN
"Animation_2160P-41dc","convertRGBToYuv",0,NaN
"Animation_2160P-41dc","convertYuvToRgb",60,1.181771e+00
"Animation_2160P-41dc","gauDerivative",200,7.812500e-05
"Animation_2160P-41dc","loadFileYuv",0,NaN
"Animation_2160P-41dc","progressbar",1,0
"Animation_2160P-41dc","rapique_basic_extractor",1080,3.263889e-02
"Animation_2160P-41dc","RAPIQUE_spatial_features",40,1.662891e+00
"Animation_2160P-41dc","saveFileYuv",0,NaN
"Animation_2160P-6f3b","calc_RAPIQUE_features",1,2.919531e+02
"Animation_2160P-6f3b","calc_RAPIQUE_features/deep_learning",20,4.859375e-01
"Animation_2160P-6f3b","calc_RAPIQUE_features/temporal NSS",20,6.400781e+00
"Animation_2160P-6f3b","clipValue",60,2.578125e-01
"Animation_2160P-6f3b","convertRGBToHSI",0,NaN
"Animation_2160P-6f3b","convertRGBToLAB",40,2.414062e-01
"Animation_2160P-6f3b","convertRGBToLMS",0,NaN
"Animation_2160P-6f3b","convertRGBToYuv",0,NaN
"Animation_2160P-6f3b","convertYuvToRgb",60,9.268229e-01
"Animation_2160P-6f3b","gauDerivative",200,0
"Animation_2160P-6f3b","loadFileYuv",0,NaN
"Animation_2160P-6f3b","progressbar",1,0
"Animation_2160P-6f3b","rapique_basic_extractor",1080,2.533275e-02
