SRCC_train,KRCC_train,PLCC_train,RMSE_train,SRCC_test,KRCC_test,PLCC_test,RMSE_test
0.9898194815576117,0.925403957507029,0.9916690312515567,0.08200093940829725,0.7792085904047794,0.5848731249500616,0.786445306368062,0.4263839536685394
0.9893919010041201,0.9200866298760977,0.9906331407531065,0.08608558229500338,0.7743691160684945,0.5790539394975966,0.7717417414648796,0.44915446170350914
0.9830655589386094,0.9021681643576771,0.983371689845103,0.11560440040708089,0.7752063981100156,0.5892910823027413,0.7919828956995753,0.42153578749976633
0.9897690552790196,0.922769430968978,0.9914268549537177,0.08539352995084235,0.739108374369395,0.5506926513378427,0.761860028151034,0.4036382360666753
0.9894481136550076,0.9216733705735283,0.9911680012037589,0.08587857519191572,0.7431875466269513,0.5435553040661378,0.751489539352802,0.42404997572483427
0.9903184733265186,0.9246751903197836,0.9915856832481911,0.08370167454524405,0.7264207056821445,0.5384013763608037,0.7629886842446794,0.4185488880476811
0.9858404145044509,0.9113106701043356,0.986790622843402,0.10476095236941203,0.7782598622767063,0.5824648622518701,0.788991086140257,0.40028595306733816
0.990635944416557,0.9279725132822747,0.9918838075492034,0.08330140851353313,0.7314167035243376,0.5368099378607257,0.7496267021327743,0.4084009226311952
0.9908454738551966,0.9290273359195655,0.9922136621410406,0.08070828268646671,0.7640505562106671,0.5743540369418806,0.7927375027522146,0.39056292813169696
0.9895079987633248,0.9206487741380032,0.9909540198096114,0.08740772975776766,0.7391419936273528,0.5421162944379966,0.7412862466718946,0.42494805221653253
0.9895664504101324,0.920934445582628,0.9910385395118395,0.08560702633041901,0.7781851928057995,0.5841807445340969,0.7916944079472706,0.4111387582364356
0.990109147257637,0.9259892680275448,0.9917660005625114,0.08197003426709537,0.7464160650824302,0.5611524369535942,0.7462093291647636,0.4508365021148484
0.989453412632298,0.9207990747274492,0.9910737214741295,0.08646430631862231,0.7639774474630736,0.5687989172187484,0.7813831153942474,0.3993872060654011
0.9904377706477178,0.9280726086760291,0.9919553467993484,0.08221100737110204,0.8062511440162669,0.6011044867889394,0.7959883939143537,0.3842638681414188
0.990033140472997,0.9256037114215806,0.9914980867169361,0.08369086304013514,0.7756582170902377,0.5861997686822544,0.8102488265899899,0.3885596854145554
0.9833903035398595,0.9035311906852074,0.9843502470265234,0.11342073727658242,0.8031728943577433,0.6024529135825994,0.7904329169800426,0.4048694189913226
0.9900437032404205,0.922898169497139,0.9913343717935283,0.08495550245880448,0.6986565661952527,0.5149116696584257,0.7193182484615204,0.44985123864707677
0.9900627461595294,0.9271367094238111,0.991858317037294,0.08228212053280738,0.7592430960273663,0.5596281903092869,0.7958624168558197,0.39594575490828265
0.9903306836152683,0.9270427628058114,0.9918077418425945,0.08241162406541468,0.7660370848180085,0.5790418635410945,0.7933529507998981,0.40056198880879124
